epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,1281.43,0.63043,0.39503,0.95633,0.9953,1,0.995,0.84959,0.62725,0.31568,0.8872,0.00079955,0.00079955,0.00079955
184,1288.04,0.69369,0.42843,0.96921,0.99588,1,0.995,0.85385,0.60251,0.30833,0.87133,0.000797075,0.000797075,0.000797075
185,1294.89,0.65194,0.43603,0.95268,0.9968,1,0.995,0.87406,0.53681,0.29288,0.85772,0.0007946,0.0007946,0.0007946
186,1302.57,0.6448,0.43936,0.94895,0.99676,1,0.995,0.86804,0.57941,0.30613,0.86129,0.000792125,0.000792125,0.000792125
187,1309.1,0.6995,0.5071,0.99482,0.99078,1,0.995,0.86398,0.6356,0.31599,0.87353,0.00078965,0.00078965,0.00078965
188,1315.69,0.69073,0.49975,0.98976,0.99183,1,0.995,0.88439,0.52693,0.30231,0.85543,0.000787175,0.000787175,0.000787175
189,1322.43,0.64722,0.42901,0.94394,0.99649,0.99929,0.995,0.89081,0.50775,0.29448,0.85055,0.0007847,0.0007847,0.0007847
190,1329.24,0.63005,0.43648,0.95144,0.99627,1,0.995,0.88894,0.52682,0.28486,0.85416,0.000782225,0.000782225,0.000782225
191,1336.17,0.60689,0.40677,0.94962,0.99563,1,0.995,0.89673,0.50048,0.27967,0.84826,0.00077975,0.00077975,0.00077975
192,1342.99,0.65904,0.46933,0.97167,0.99491,0.99955,0.995,0.88525,0.52595,0.28495,0.85151,0.000777275,0.000777275,0.000777275
193,1349.64,0.63765,0.44381,0.95087,0.99734,0.99364,0.995,0.88118,0.54065,0.29453,0.86161,0.0007748,0.0007748,0.0007748
194,1356.76,0.66842,0.4788,0.96557,0.99647,0.99464,0.995,0.88743,0.52748,0.29567,0.85678,0.000772325,0.000772325,0.000772325
195,1364.01,0.65005,0.47181,0.95872,0.99633,1,0.995,0.89826,0.45451,0.28446,0.84011,0.00076985,0.00076985,0.00076985
196,1370.54,0.66925,0.45407,0.96645,0.99389,1,0.995,0.90008,0.47353,0.29535,0.84383,0.000767375,0.000767375,0.000767375
197,1377.06,0.62933,0.4312,0.95623,0.99276,1,0.995,0.89099,0.48224,0.29473,0.84759,0.0007649,0.0007649,0.0007649
198,1384.01,0.60774,0.43865,0.94334,0.99025,0.99811,0.995,0.89682,0.47821,0.28088,0.84718,0.000762425,0.000762425,0.000762425
199,1390.42,0.61357,0.43343,0.93998,0.99176,0.9984,0.995,0.88122,0.51404,0.2823,0.84984,0.00075995,0.00075995,0.00075995
200,1397.07,0.62089,0.40429,0.94376,0.9938,0.99892,0.995,0.88994,0.48988,0.27737,0.84294,0.000757475,0.000757475,0.000757475
201,1403.94,0.62064,0.42804,0.94858,0.99581,1,0.995,0.8943,0.48173,0.26825,0.83815,0.000755,0.000755,0.000755
202,1410.46,0.58528,0.41009,0.93332,0.9969,1,0.995,0.89439,0.4882,0.26725,0.83945,0.000752525,0.000752525,0.000752525
203,1417.34,0.6486,0.42878,0.95222,0.99579,1,0.995,0.89175,0.50695,0.27043,0.84429,0.00075005,0.00075005,0.00075005
204,1424.14,0.61182,0.43311,0.94682,0.99381,1,0.995,0.88002,0.48379,0.26511,0.83936,0.000747575,0.000747575,0.000747575
205,1431.26,0.59276,0.39345,0.92521,0.9953,1,0.995,0.87383,0.52172,0.27892,0.84724,0.0007451,0.0007451,0.0007451
206,1438.15,0.615,0.42265,0.95064,0.99588,1,0.995,0.88816,0.49071,0.27701,0.84302,0.000742625,0.000742625,0.000742625
207,1444.93,0.64689,0.44707,0.95977,0.99496,0.97108,0.99156,0.89585,0.48052,0.29594,0.8451,0.00074015,0.00074015,0.00074015
208,1451.82,0.57474,0.40006,0.92762,0.99434,0.98383,0.994,0.89267,0.4809,0.29113,0.84353,0.000737675,0.000737675,0.000737675
209,1458.98,0.58866,0.40841,0.93297,0.99332,0.99438,0.995,0.90457,0.46844,0.27584,0.83495,0.0007352,0.0007352,0.0007352
210,1465.78,0.61811,0.41572,0.94469,0.99324,0.99919,0.995,0.90524,0.45506,0.27228,0.83357,0.000732725,0.000732725,0.000732725
211,1472.68,0.58449,0.37994,0.92287,0.99446,1,0.995,0.88969,0.49566,0.27174,0.83941,0.00073025,0.00073025,0.00073025
212,1479.81,0.58108,0.42039,0.93039,0.99681,1,0.995,0.90318,0.42747,0.25568,0.82562,0.000727775,0.000727775,0.000727775
213,1486.48,0.59266,0.39653,0.9332,0.99694,1,0.995,0.90805,0.43883,0.26029,0.82919,0.0007253,0.0007253,0.0007253
214,1492.88,0.55246,0.40418,0.93364,0.99416,1,0.995,0.91591,0.45822,0.25582,0.83348,0.000722825,0.000722825,0.000722825
215,1500.21,0.55826,0.38572,0.92059,0.99547,1,0.995,0.91637,0.41526,0.25441,0.82539,0.00072035,0.00072035,0.00072035
216,1506.59,0.58464,0.38582,0.92734,0.99616,1,0.995,0.9154,0.41835,0.26045,0.82529,0.000717875,0.000717875,0.000717875
217,1513.39,0.55479,0.3688,0.91442,0.99678,1,0.995,0.91418,0.40539,0.25017,0.82323,0.0007154,0.0007154,0.0007154
218,1520.28,0.58338,0.41492,0.93955,0.99603,1,0.995,0.91566,0.40056,0.25499,0.82244,0.000712925,0.000712925,0.000712925
219,1526.92,0.5615,0.3738,0.92247,0.99584,1,0.995,0.91806,0.40753,0.25098,0.82433,0.00071045,0.00071045,0.00071045
220,1533.74,0.61883,0.40306,0.95012,0.99574,1,0.995,0.91342,0.4025,0.25587,0.82005,0.000707975,0.000707975,0.000707975
221,1540.54,0.55574,0.37514,0.91173,0.99545,1,0.995,0.91496,0.42159,0.25922,0.82151,0.0007055,0.0007055,0.0007055
222,1547,0.54451,0.40337,0.9271,0.99345,1,0.995,0.9188,0.411,0.25453,0.82153,0.000703025,0.000703025,0.000703025
223,1553.41,0.60083,0.42502,0.9432,0.99442,1,0.995,0.91659,0.40763,0.26612,0.82467,0.00070055,0.00070055,0.00070055
224,1560.33,0.59752,0.42589,0.94533,0.9953,1,0.995,0.915,0.40042,0.26327,0.82397,0.000698075,0.000698075,0.000698075
225,1567.73,0.58224,0.3928,0.92854,0.99345,0.99885,0.995,0.90722,0.46759,0.26734,0.83604,0.0006956,0.0006956,0.0006956
226,1574.42,0.60245,0.41377,0.92336,0.99536,0.99943,0.995,0.90785,0.47115,0.2655,0.83953,0.000693125,0.000693125,0.000693125
227,1581.16,0.58849,0.40629,0.93716,0.99501,0.9992,0.995,0.91496,0.41888,0.25516,0.828,0.00069065,0.00069065,0.00069065
228,1587.96,0.5659,0.37884,0.92559,0.99647,1,0.995,0.89149,0.50623,0.27047,0.84344,0.000688175,0.000688175,0.000688175
229,1594.99,0.5614,0.39076,0.9233,0.99652,1,0.995,0.89998,0.47665,0.26823,0.83776,0.0006857,0.0006857,0.0006857
230,1602,0.58504,0.41278,0.93992,0.99613,1,0.995,0.90409,0.4425,0.26806,0.83532,0.000683225,0.000683225,0.000683225
231,1609.26,0.58494,0.39855,0.94322,0.99543,1,0.995,0.90984,0.4049,0.25499,0.82352,0.00068075,0.00068075,0.00068075
232,1616.14,0.58284,0.38353,0.92337,0.99504,1,0.995,0.9181,0.40986,0.25694,0.8232,0.000678275,0.000678275,0.000678275
233,1623.07,0.59145,0.39528,0.9472,0.99591,1,0.995,0.91924,0.42395,0.25937,0.82653,0.0006758,0.0006758,0.0006758
234,1630.87,0.5328,0.3592,0.90867,0.99682,1,0.995,0.92114,0.41215,0.24838,0.82342,0.000673325,0.000673325,0.000673325
235,1637.21,0.56128,0.39135,0.9289,0.99691,1,0.995,0.91428,0.45119,0.24981,0.83139,0.00067085,0.00067085,0.00067085
236,1643.69,0.57882,0.39988,0.91848,0.99666,1,0.995,0.90588,0.41961,0.25741,0.82572,0.000668375,0.000668375,0.000668375
237,1650.16,0.55944,0.3878,0.94489,0.99617,1,0.995,0.91252,0.41311,0.24948,0.82644,0.0006659,0.0006659,0.0006659
238,1656.93,0.6046,0.41082,0.95083,0.99678,1,0.995,0.89762,0.48851,0.26671,0.8398,0.000663425,0.000663425,0.000663425
239,1663.66,0.5879,0.40714,0.93808,0.99662,1,0.995,0.92758,0.44386,0.2474,0.83226,0.00066095,0.00066095,0.00066095
240,1670.39,0.55393,0.38285,0.91283,0.99678,1,0.995,0.92129,0.44265,0.25066,0.8302,0.000658475,0.000658475,0.000658475
241,1677,0.53935,0.37346,0.92174,0.99685,1,0.995,0.91035,0.44683,0.25607,0.82966,0.000656,0.000656,0.000656
242,1683.8,0.59644,0.40533,0.95775,0.99691,1,0.995,0.90605,0.46923,0.26119,0.8347,0.000653525,0.000653525,0.000653525
243,1690.93,0.55835,0.37922,0.90898,0.99685,1,0.995,0.93027,0.37815,0.24611,0.81859,0.00065105,0.00065105,0.00065105
244,1699.38,0.55125,0.36585,0.91987,0.99367,0.99828,0.995,0.93744,0.38111,0.24312,0.81813,0.000648575,0.000648575,0.000648575
245,1711.96,0.55958,0.38195,0.92962,0.99396,0.99204,0.995,0.92282,0.40858,0.24939,0.82001,0.0006461,0.0006461,0.0006461
246,1721.27,0.54917,0.37704,0.90934,0.99385,0.99153,0.995,0.92708,0.38821,0.24629,0.81735,0.000643625,0.000643625,0.000643625
247,1729.03,0.5533,0.37692,0.91366,0.99485,1,0.995,0.92331,0.40002,0.23587,0.82387,0.00064115,0.00064115,0.00064115
248,1738.15,0.54066,0.37074,0.91607,0.99404,1,0.995,0.92753,0.37784,0.23541,0.82008,0.000638675,0.000638675,0.000638675
249,1747.33,0.56507,0.38702,0.94047,0.99441,0.99167,0.995,0.93547,0.36975,0.23688,0.81562,0.0006362,0.0006362,0.0006362
250,1756.11,0.54878,0.40463,0.93497,0.99332,0.9913,0.995,0.93369,0.38047,0.23917,0.82035,0.000633725,0.000633725,0.000633725
251,1764.2,0.52406,0.35615,0.91094,0.99091,0.99038,0.99472,0.93223,0.38935,0.24217,0.81764,0.00063125,0.00063125,0.00063125
252,1771.75,0.53635,0.37282,0.92717,0.98968,0.99103,0.995,0.9288,0.37814,0.24367,0.81928,0.000628775,0.000628775,0.000628775
253,1778.38,0.52957,0.37309,0.91426,0.99209,0.99125,0.995,0.92952,0.38353,0.24205,0.82146,0.0006263,0.0006263,0.0006263
254,1785.81,0.54096,0.36472,0.91578,0.98901,0.99817,0.995,0.93211,0.37634,0.23456,0.8215,0.000623825,0.000623825,0.000623825
255,1792.84,0.52991,0.37973,0.91777,0.98949,0.99817,0.995,0.92554,0.38633,0.24394,0.82121,0.00062135,0.00062135,0.00062135
256,1799.61,0.54966,0.38998,0.92355,0.99589,0.9919,0.995,0.91752,0.41682,0.24686,0.82393,0.000618875,0.000618875,0.000618875
257,1806.53,0.53299,0.35972,0.91022,0.99624,0.99159,0.995,0.9328,0.38975,0.24485,0.81696,0.0006164,0.0006164,0.0006164
258,1813.59,0.53904,0.38792,0.92164,0.99129,0.99836,0.995,0.93865,0.38037,0.24226,0.81501,0.000613925,0.000613925,0.000613925
259,1820.86,0.52672,0.36791,0.91865,0.99291,0.99886,0.995,0.94169,0.35844,0.23348,0.81385,0.00061145,0.00061145,0.00061145
260,1828.59,0.51593,0.36099,0.9058,0.99318,0.99622,0.995,0.94189,0.34447,0.23573,0.81416,0.000608975,0.000608975,0.000608975
261,1835.59,0.50832,0.37498,0.90449,0.9949,0.9925,0.995,0.94368,0.34424,0.2401,0.81421,0.0006065,0.0006065,0.0006065
262,1842.7,0.50431,0.36758,0.91071,0.99681,0.99038,0.99472,0.94018,0.352,0.2311,0.81528,0.000604025,0.000604025,0.000604025
263,1849.9,0.50199,0.36581,0.90721,0.9971,0.99082,0.995,0.93658,0.3595,0.22835,0.81726,0.00060155,0.00060155,0.00060155
264,1857.26,0.5159,0.3515,0.90786,0.99725,0.99197,0.995,0.94571,0.34235,0.22801,0.81146,0.000599075,0.000599075,0.000599075
265,1864.45,0.52282,0.374,0.91126,0.99549,0.99843,0.995,0.9285,0.36457,0.24346,0.81715,0.0005966,0.0005966,0.0005966
266,1871.45,0.49512,0.373,0.89909,0.99625,1,0.995,0.92234,0.39088,0.24794,0.82052,0.000594125,0.000594125,0.000594125
267,1879.36,0.52311,0.3556,0.91361,0.99536,0.9992,0.995,0.9389,0.36686,0.23567,0.81028,0.00059165,0.00059165,0.00059165
268,1886.16,0.5237,0.35408,0.9013,0.99464,0.9989,0.995,0.94306,0.36265,0.22625,0.80972,0.000589175,0.000589175,0.000589175
269,1894,0.50744,0.35864,0.89805,0.99435,0.99874,0.995,0.94199,0.35475,0.22771,0.8089,0.0005867,0.0005867,0.0005867
270,1901.63,0.48952,0.34387,0.8903,0.99569,1,0.995,0.95524,0.33402,0.21902,0.80735,0.000584225,0.000584225,0.000584225
271,1909.01,0.50236,0.36012,0.8941,0.99717,1,0.995,0.9515,0.32447,0.21949,0.80404,0.00058175,0.00058175,0.00058175
272,1916.06,0.4962,0.34538,0.89311,0.99759,1,0.995,0.94575,0.32307,0.21454,0.80325,0.000579275,0.000579275,0.000579275
273,1924.85,0.47738,0.33849,0.89378,0.99713,1,0.995,0.94836,0.3324,0.21686,0.80382,0.0005768,0.0005768,0.0005768
274,1933.6,0.48775,0.34385,0.90701,0.99686,1,0.995,0.94689,0.32623,0.21815,0.80246,0.000574325,0.000574325,0.000574325
275,1941.38,0.5261,0.37807,0.92176,0.99661,1,0.995,0.93855,0.33397,0.2196,0.80516,0.00057185,0.00057185,0.00057185
276,1947.97,0.50555,0.35667,0.89876,0.99677,1,0.995,0.94409,0.33259,0.21975,0.80773,0.000569375,0.000569375,0.000569375
277,1954.69,0.50296,0.3653,0.90988,0.99672,1,0.995,0.93554,0.36421,0.23111,0.81361,0.0005669,0.0005669,0.0005669
278,1961.84,0.53081,0.36892,0.92757,0.99633,1,0.995,0.94327,0.3322,0.2222,0.80589,0.000564425,0.000564425,0.000564425
279,1968.52,0.50266,0.35773,0.90845,0.99575,1,0.995,0.94223,0.34035,0.22633,0.80573,0.00056195,0.00056195,0.00056195
280,1975.06,0.52048,0.36689,0.8961,0.99574,1,0.995,0.94062,0.3539,0.22742,0.80717,0.000559475,0.000559475,0.000559475
281,1982.38,0.48738,0.36054,0.88898,0.99579,1,0.995,0.93433,0.33805,0.22667,0.80743,0.000557,0.000557,0.000557
282,1988.89,0.50477,0.36012,0.89692,0.99589,1,0.995,0.93659,0.36424,0.22712,0.81247,0.000554525,0.000554525,0.000554525
283,1995.45,0.52565,0.3419,0.91862,0.99432,1,0.995,0.92827,0.37173,0.23052,0.80976,0.00055205,0.00055205,0.00055205
284,2002.06,0.48127,0.35654,0.89006,0.99101,0.99853,0.995,0.95736,0.31304,0.21881,0.80294,0.000549575,0.000549575,0.000549575
285,2008.77,0.51421,0.36971,0.90026,0.98933,0.99815,0.995,0.95771,0.298,0.21921,0.80082,0.0005471,0.0005471,0.0005471
286,2015.65,0.49579,0.35516,0.90961,0.99295,0.99038,0.99472,0.94789,0.32357,0.22902,0.80108,0.000544625,0.000544625,0.000544625
287,2022.54,0.46263,0.32467,0.8974,0.99294,0.99222,0.995,0.94591,0.32878,0.2293,0.80209,0.00054215,0.00054215,0.00054215
288,2029.5,0.50739,0.36339,0.91136,0.9912,0.99485,0.995,0.9587,0.30961,0.22143,0.8027,0.000539675,0.000539675,0.000539675
289,2036.44,0.47486,0.35668,0.89926,0.99371,0.99917,0.995,0.94797,0.31355,0.21545,0.80227,0.0005372,0.0005372,0.0005372
290,2043.24,0.46628,0.33236,0.9019,0.99631,1,0.995,0.95946,0.31423,0.21503,0.8016,0.000534725,0.000534725,0.000534725
291,2049.93,0.47341,0.33932,0.89238,0.99738,1,0.995,0.95591,0.324,0.20892,0.80465,0.00053225,0.00053225,0.00053225
292,2056.4,0.51092,0.37307,0.91372,0.99719,1,0.995,0.94335,0.33868,0.21483,0.80456,0.000529775,0.000529775,0.000529775
293,2063.17,0.48363,0.36233,0.90458,0.99687,1,0.995,0.95028,0.32407,0.21142,0.80323,0.0005273,0.0005273,0.0005273
294,2069.58,0.48959,0.3461,0.91193,0.99442,1,0.995,0.96911,0.29192,0.2096,0.79794,0.000524825,0.000524825,0.000524825
295,2076.74,0.46722,0.33117,0.8964,0.99067,1,0.995,0.96355,0.2958,0.21006,0.79961,0.00052235,0.00052235,0.00052235
296,2083.28,0.47409,0.33143,0.89701,0.99136,1,0.995,0.96024,0.29086,0.20753,0.79935,0.000519875,0.000519875,0.000519875
297,2090.27,0.50553,0.35434,0.90252,0.995,1,0.995,0.94858,0.31909,0.21095,0.80115,0.0005174,0.0005174,0.0005174
298,2097.39,0.5037,0.37285,0.91221,0.99562,1,0.995,0.9483,0.33143,0.21065,0.80377,0.000514925,0.000514925,0.000514925
299,2103.96,0.47587,0.34232,0.88621,0.99528,1,0.995,0.94415,0.33345,0.20488,0.80337,0.00051245,0.00051245,0.00051245
300,2110.79,0.44588,0.32069,0.88239,0.99433,1,0.995,0.93434,0.36009,0.20931,0.80917,0.000509975,0.000509975,0.000509975
301,2117.3,0.48153,0.34965,0.89848,0.99379,1,0.995,0.94534,0.35374,0.21324,0.80965,0.0005075,0.0005075,0.0005075
302,2124.02,0.468,0.33934,0.88753,0.99379,0.99118,0.995,0.95699,0.33056,0.21183,0.80295,0.000505025,0.000505025,0.000505025
303,2130.68,0.46222,0.33583,0.8953,0.99219,0.99038,0.994,0.95644,0.3203,0.21448,0.80064,0.00050255,0.00050255,0.00050255
304,2137.1,0.46012,0.33069,0.89291,0.99336,0.99117,0.995,0.95493,0.31546,0.21174,0.79973,0.000500075,0.000500075,0.000500075
305,2143.58,0.47301,0.34674,0.89675,0.99478,0.99991,0.995,0.95441,0.30867,0.20875,0.79866,0.0004976,0.0004976,0.0004976
306,2150.05,0.47485,0.34782,0.89156,0.99717,1,0.995,0.95554,0.30584,0.20417,0.7997,0.000495125,0.000495125,0.000495125
307,2157.46,0.47633,0.36025,0.89707,0.99748,1,0.995,0.94635,0.33017,0.21406,0.80348,0.00049265,0.00049265,0.00049265
308,2164.23,0.47471,0.33373,0.89663,0.99735,1,0.995,0.96143,0.32856,0.212,0.80329,0.000490175,0.000490175,0.000490175
309,2171.07,0.45962,0.32591,0.89265,0.99728,1,0.995,0.95868,0.31853,0.20816,0.80137,0.0004877,0.0004877,0.0004877
310,2177.67,0.47529,0.32823,0.89841,0.99663,1,0.995,0.96186,0.3218,0.20918,0.79785,0.000485225,0.000485225,0.000485225
311,2184.13,0.42193,0.30778,0.86761,0.997,1,0.995,0.95053,0.33998,0.21177,0.7994,0.00048275,0.00048275,0.00048275
312,2190.62,0.47537,0.34882,0.88796,0.99713,1,0.995,0.96039,0.31965,0.20959,0.79716,0.000480275,0.000480275,0.000480275
313,2197.83,0.46185,0.33289,0.88681,0.99689,1,0.995,0.9488,0.30839,0.2092,0.79521,0.0004778,0.0004778,0.0004778
314,2204.25,0.49362,0.34017,0.89884,0.99687,1,0.995,0.9518,0.30574,0.21073,0.79564,0.000475325,0.000475325,0.000475325
315,2211.28,0.45996,0.33866,0.88676,0.9968,1,0.995,0.96302,0.29943,0.20979,0.79418,0.00047285,0.00047285,0.00047285
316,2218.03,0.46819,0.33491,0.90039,0.99681,1,0.995,0.96423,0.2881,0.20408,0.7934,0.000470375,0.000470375,0.000470375
317,2225.08,0.44435,0.32813,0.8901,0.99698,1,0.995,0.96684,0.28079,0.20382,0.7914,0.0004679,0.0004679,0.0004679
318,2231.39,0.44836,0.3265,0.88508,0.9971,1,0.995,0.95755,0.30166,0.20425,0.79526,0.000465425,0.000465425,0.000465425
319,2238.59,0.46239,0.34257,0.88896,0.99711,1,0.995,0.96465,0.31848,0.20385,0.79604,0.00046295,0.00046295,0.00046295
320,2245.43,0.47115,0.35628,0.9006,0.99707,1,0.995,0.95777,0.33592,0.20445,0.79788,0.000460475,0.000460475,0.000460475
321,2252.63,0.43019,0.32601,0.87591,0.99733,1,0.995,0.9627,0.28935,0.19751,0.79229,0.000458,0.000458,0.000458
322,2259.63,0.44948,0.33719,0.89045,0.9972,1,0.995,0.95854,0.28161,0.19832,0.79048,0.000455525,0.000455525,0.000455525
323,2265.85,0.45453,0.32071,0.8999,0.99686,1,0.995,0.96831,0.27795,0.19406,0.79127,0.00045305,0.00045305,0.00045305
324,2272.78,0.42903,0.31449,0.87437,0.99639,1,0.995,0.96424,0.28486,0.19347,0.79329,0.000450575,0.000450575,0.000450575
325,2279.14,0.45578,0.32551,0.89134,0.99645,1,0.995,0.97056,0.28478,0.19247,0.79207,0.0004481,0.0004481,0.0004481
326,2286.56,0.45992,0.34494,0.89905,0.99668,1,0.995,0.97126,0.28735,0.19541,0.79102,0.000445625,0.000445625,0.000445625
327,2293.15,0.44727,0.32487,0.90057,0.99665,1,0.995,0.95981,0.27654,0.19118,0.7925,0.00044315,0.00044315,0.00044315
328,2299.89,0.43214,0.30847,0.87346,0.9967,1,0.995,0.96871,0.26982,0.18603,0.79246,0.000440675,0.000440675,0.000440675
329,2306.41,0.4694,0.35166,0.89128,0.99627,1,0.995,0.96714,0.28635,0.19214,0.79578,0.0004382,0.0004382,0.0004382
330,2313.18,0.44354,0.31744,0.88346,0.99559,1,0.995,0.967,0.28321,0.1969,0.796,0.000435725,0.000435725,0.000435725
331,2319.65,0.45724,0.32644,0.88701,0.99476,1,0.995,0.97043,0.2725,0.19213,0.79389,0.00043325,0.00043325,0.00043325
332,2326.45,0.46141,0.35602,0.90602,0.99432,1,0.995,0.97053,0.29215,0.19578,0.79457,0.000430775,0.000430775,0.000430775
333,2333.28,0.42577,0.31887,0.86985,0.99487,1,0.995,0.9549,0.29477,0.19633,0.79516,0.0004283,0.0004283,0.0004283
334,2340.03,0.4344,0.304,0.87006,0.99573,1,0.995,0.96436,0.29627,0.19429,0.79208,0.000425825,0.000425825,0.000425825
335,2346.91,0.4263,0.31896,0.87915,0.99607,1,0.995,0.97161,0.27602,0.18424,0.79076,0.00042335,0.00042335,0.00042335
336,2354.16,0.43654,0.30091,0.87735,0.99605,1,0.995,0.97459,0.27709,0.18526,0.79094,0.000420875,0.000420875,0.000420875
337,2361.23,0.41748,0.31562,0.88356,0.99639,1,0.995,0.97371,0.28088,0.19104,0.79064,0.0004184,0.0004184,0.0004184
338,2367.73,0.45464,0.32509,0.89633,0.99651,1,0.995,0.97601,0.27362,0.18794,0.79055,0.000415925,0.000415925,0.000415925
339,2374.64,0.42161,0.29971,0.88632,0.99653,1,0.995,0.96043,0.29256,0.19206,0.79419,0.00041345,0.00041345,0.00041345
340,2381.24,0.44462,0.32191,0.88717,0.99729,1,0.995,0.96799,0.27519,0.19197,0.79214,0.000410975,0.000410975,0.000410975
341,2388.26,0.46818,0.34281,0.91346,0.99695,1,0.995,0.96961,0.2684,0.18589,0.7934,0.0004085,0.0004085,0.0004085
342,2394.85,0.45856,0.33294,0.89024,0.99665,1,0.995,0.96448,0.27265,0.1899,0.79364,0.000406025,0.000406025,0.000406025
343,2401.47,0.42545,0.31592,0.88097,0.99662,1,0.995,0.97068,0.26337,0.18691,0.7934,0.00040355,0.00040355,0.00040355
344,2408.03,0.42307,0.31025,0.8767,0.99642,1,0.995,0.98407,0.26013,0.18346,0.79381,0.000401075,0.000401075,0.000401075
345,2414.48,0.41849,0.30599,0.87342,0.99682,1,0.995,0.98094,0.26708,0.18925,0.79121,0.0003986,0.0003986,0.0003986
346,2421.68,0.43522,0.31719,0.88034,0.99733,1,0.995,0.98069,0.25345,0.18823,0.79013,0.000396125,0.000396125,0.000396125
347,2428.44,0.46033,0.32251,0.88873,0.99746,1,0.995,0.9693,0.2826,0.18539,0.79524,0.00039365,0.00039365,0.00039365
348,2435.05,0.45441,0.31471,0.88592,0.99663,1,0.995,0.97132,0.2692,0.18895,0.79233,0.000391175,0.000391175,0.000391175
349,2441.65,0.44549,0.32723,0.88315,0.99576,1,0.995,0.97481,0.26023,0.18433,0.79066,0.0003887,0.0003887,0.0003887
350,2448.16,0.42802,0.2956,0.88775,0.9904,0.99824,0.995,0.96688,0.27865,0.19122,0.79264,0.000386225,0.000386225,0.000386225
351,2454.74,0.44789,0.3217,0.88427,0.99468,0.99158,0.995,0.976,0.28446,0.194,0.79125,0.00038375,0.00038375,0.00038375
352,2461.09,0.42855,0.30807,0.87521,0.99038,0.99864,0.995,0.9779,0.27924,0.1972,0.79039,0.000381275,0.000381275,0.000381275
353,2467.86,0.45152,0.32026,0.88731,0.99401,1,0.995,0.97554,0.26579,0.18687,0.78978,0.0003788,0.0003788,0.0003788
354,2474.73,0.41164,0.30033,0.87,0.99398,1,0.995,0.97728,0.2495,0.18243,0.78889,0.000376325,0.000376325,0.000376325
355,2481.32,0.41097,0.3196,0.88709,0.9962,1,0.995,0.97404,0.24027,0.17987,0.78702,0.00037385,0.00037385,0.00037385
356,2488.67,0.40448,0.29465,0.87415,0.99752,1,0.995,0.97965,0.24667,0.18243,0.7861,0.000371375,0.000371375,0.000371375
357,2495.56,0.45105,0.3293,0.89742,0.99743,1,0.995,0.97488,0.25346,0.18015,0.78656,0.0003689,0.0003689,0.0003689
358,2502.61,0.41375,0.29461,0.87528,0.9974,1,0.995,0.9782,0.25185,0.17958,0.78609,0.000366425,0.000366425,0.000366425
359,2509.31,0.43098,0.3094,0.88155,0.99725,1,0.995,0.97534,0.25314,0.17203,0.78824,0.00036395,0.00036395,0.00036395
360,2516.3,0.42174,0.30989,0.87392,0.99737,1,0.995,0.96917,0.2655,0.17385,0.79152,0.000361475,0.000361475,0.000361475
361,2522.78,0.40917,0.29078,0.8686,0.99772,1,0.995,0.97351,0.2719,0.17865,0.79225,0.000359,0.000359,0.000359
362,2529.62,0.46527,0.34774,0.89167,0.99755,1,0.995,0.97604,0.27204,0.17688,0.79142,0.000356525,0.000356525,0.000356525
363,2536.75,0.42472,0.31421,0.87902,0.99731,1,0.995,0.97019,0.2731,0.17688,0.79082,0.00035405,0.00035405,0.00035405
364,2543.54,0.43225,0.3227,0.88674,0.99714,1,0.995,0.96946,0.27043,0.17254,0.79047,0.000351575,0.000351575,0.000351575
365,2550.41,0.41466,0.31686,0.87344,0.99721,1,0.995,0.98012,0.2563,0.17052,0.78811,0.0003491,0.0003491,0.0003491
366,2557.27,0.41065,0.30345,0.87613,0.99726,1,0.995,0.98252,0.24397,0.17125,0.78614,0.000346625,0.000346625,0.000346625
367,2564.14,0.41671,0.33599,0.88474,0.99685,1,0.995,0.9847,0.23738,0.1758,0.78524,0.00034415,0.00034415,0.00034415
368,2570.65,0.44083,0.32473,0.88409,0.9966,1,0.995,0.98372,0.2462,0.17478,0.78617,0.000341675,0.000341675,0.000341675
369,2577.35,0.42236,0.32208,0.88111,0.99642,1,0.995,0.97896,0.26674,0.18378,0.78865,0.0003392,0.0003392,0.0003392
370,2584.14,0.4191,0.30688,0.87825,0.99645,1,0.995,0.97585,0.27029,0.1873,0.78904,0.000336725,0.000336725,0.000336725
371,2591.7,0.43431,0.32631,0.89277,0.99649,1,0.995,0.98017,0.25357,0.17597,0.78683,0.00033425,0.00033425,0.00033425
372,2598.66,0.38651,0.28475,0.86636,0.99733,1,0.995,0.97072,0.25262,0.17615,0.78628,0.000331775,0.000331775,0.000331775
373,2605.03,0.41839,0.31967,0.87818,0.99765,1,0.995,0.97869,0.24823,0.17086,0.78525,0.0003293,0.0003293,0.0003293
374,2611.98,0.42009,0.31876,0.88746,0.99774,1,0.995,0.98043,0.24288,0.16935,0.78477,0.000326825,0.000326825,0.000326825
375,2619.19,0.40226,0.30178,0.87704,0.99756,1,0.995,0.9784,0.24114,0.1782,0.78533,0.00032435,0.00032435,0.00032435
